chr,start,end,id,orientation
chr11,113604510,113604528,8675,-
chr11,113612124,113612142,8676,+
chr11,113612081,113612099,8677,+
chr11,113612048,113612066,8678,+
chr11,113672709,113672727,8679,-
chr11,113673443,113673461,8680,-
chr11,113724923,113724941,8681,-
chr11,113727101,113727119,8682,+
chr11,113908432,113908450,8683,-
chr11,113932383,113932401,8684,-
chr11,113932388,113932406,8685,+
chr11,113933530,113933548,8686,+
chr11,113976585,113976603,8687,+
chr11,113976291,113976309,8688,-
chr11,114045928,114045946,8689,-
chr11,114055630,114055648,8690,+
chr11,114055568,114055586,8691,-
chr11,114066710,114066728,8692,+
chr11,114083935,114083953,8693,+
chr11,114084572,114084590,8694,+
chr11,114113178,114113196,8695,+
chr11,114113035,114113053,8696,+
chr11,114144705,114144723,8697,-
chr11,114144708,114144726,8698,-
chr11,114150895,114150913,8699,-
chr11,114219700,114219718,8700,-
chr11,114280509,114280527,8701,+
chr11,114324516,114324534,8702,-
chr11,114332250,114332268,8703,-
chr11,114332209,114332227,8704,+
chr11,114338866,114338884,8705,+
chr11,114384908,114384926,8706,+
chr11,114402014,114402032,8707,-
chr11,114416218,114416236,8708,-
chr11,114416092,114416110,8709,+
chr11,114426447,114426465,8710,-
chr11,114438310,114438328,8711,-
chr11,114448105,114448123,8712,-
chr11,114464618,114464636,8713,-
chr11,114469522,114469540,8714,+
chr11,114479476,114479494,8715,-
chr11,114479438,114479456,8716,+
chr11,114489497,114489515,8717,+
chr11,114491545,114491563,8718,-
chr11,114491555,114491573,8719,-
chr11,114497830,114497848,8720,-
chr11,114497994,114498012,8721,-
chr11,114505625,114505643,8722,-
chr11,114515977,114515995,8723,+
chr11,114519239,114519257,8724,-
chr11,114524484,114524502,8725,-
chr11,114524497,114524515,8726,+
chr11,114524330,114524348,8727,-
chr11,114524304,114524322,8728,+
chr11,114529396,114529414,8729,-
chr11,114529770,114529788,8730,+
chr11,114529845,114529863,8731,-
chr11,114534180,114534198,8732,+
chr11,114534178,114534196,8733,-
chr11,114582785,114582803,8734,-
chr11,114598301,114598319,8735,+
chr11,114606601,114606619,8736,+
chr11,114606459,114606477,8737,-
chr11,114647404,114647422,8738,+
chr11,114650539,114650557,8739,-
chr11,114650725,114650743,8740,+
chr11,114652337,114652355,8741,-
chr11,114656973,114656991,8742,-
chr11,114661213,114661231,8743,+
chr11,114670863,114670881,8744,+
chr11,114674118,114674136,8745,+
chr11,114717753,114717771,8746,+
chr11,114717791,114717809,8747,-
chr11,114720142,114720160,8748,+
chr11,114724227,114724245,8749,-
chr11,114742126,114742144,8750,+
chr11,114771040,114771058,8751,-
chr11,114774306,114774324,8752,-
chr11,114785527,114785545,8753,-
chr11,114785609,114785627,8754,-
chr11,114910781,114910799,8755,-
chr11,114928392,114928410,8756,+
chr11,114942884,114942902,8757,-
chr11,114942497,114942515,8758,+
chr11,114944822,114944840,8759,+
chr11,114951345,114951363,8760,+
chr11,114954630,114954648,8761,+
chr11,115015112,115015130,8762,-
chr11,115021509,115021527,8763,+
chr11,115022375,115022393,8764,+
chr11,115043806,115043824,8765,-
chr11,115063819,115063837,8766,+
chr11,115086400,115086418,8767,+
chr11,115086582,115086600,8768,-
chr11,115126784,115126802,8769,-
chr11,115131992,115132010,8770,-
chr11,115158755,115158773,8771,-
chr11,115161652,115161670,8772,-
chr11,115162244,115162262,8773,+
chr11,115183797,115183815,8774,+
chr11,115190841,115190859,8775,+
chr11,115215666,115215684,8776,-
chr11,115219891,115219909,8777,+
chr11,115239349,115239367,8778,+
chr11,115289356,115289374,8779,+
chr11,115301406,115301424,8780,-
chr11,115316332,115316350,8781,+
chr11,115317125,115317143,8782,+
chr11,115335434,115335452,8783,-
chr11,115345246,115345264,8784,+
chr11,115345244,115345262,8785,-
chr11,115352719,115352737,8786,+
chr11,115399579,115399597,8787,+
chr11,115414297,115414315,8788,+
chr11,115456712,115456730,8789,-
chr11,115473934,115473952,8790,-
chr11,115484978,115484996,8791,+
chr11,115493023,115493041,8792,+
chr11,115496587,115496605,8793,+
chr11,115508950,115508968,8794,+
chr11,115542470,115542488,8795,+
chr11,115542390,115542408,8796,-
chr11,115576020,115576038,8797,-
chr11,115579537,115579555,8798,-
chr11,115584062,115584080,8799,+
chr11,115675413,115675431,8800,-
chr11,115675468,115675486,8801,+
chr11,115675307,115675325,8802,+
chr11,115702532,115702550,8803,+
chr11,115718591,115718609,8804,-
chr11,115721028,115721046,8805,+
chr11,115721132,115721150,8806,-
chr11,115725385,115725403,8807,-
chr11,115725516,115725534,8808,+
chr11,115737941,115737959,8809,-
chr11,115742505,115742523,8810,-
chr11,115742833,115742851,8811,-
chr11,115756250,115756268,8812,+
chr11,115760313,115760331,8813,+
chr11,115781614,115781632,8814,+
chr11,115801195,115801213,8815,+
chr11,115858488,115858506,8816,-
chr11,115858582,115858600,8817,-
chr11,115861236,115861254,8818,-
chr11,115861049,115861067,8819,-
chr11,115864389,115864407,8820,+
chr11,115866312,115866330,8821,+
chr11,115866161,115866179,8822,-
chr11,115879619,115879637,8823,-
chr11,115882164,115882182,8824,-
chr11,115882037,115882055,8825,+
chr11,115885221,115885239,8826,+
chr11,115885100,115885118,8827,+
chr11,115903339,115903357,8828,+
chr11,115933098,115933116,8829,-
chr11,115942586,115942604,8830,-
chr11,115942698,115942716,8831,-
chr11,115948940,115948958,8832,+
chr11,115958251,115958269,8833,-
chr11,115968599,115968617,8834,-
chr11,115972579,115972597,8835,+
chr11,115979337,115979355,8836,-
chr11,115991928,115991946,8837,-
chr11,115994475,115994493,8838,+
chr11,115994470,115994488,8839,-
chr11,116000355,116000373,8840,+
chr11,116076673,116076691,8841,+
chr11,116076663,116076681,8842,+
chr11,116081391,116081409,8843,-
chr11,116081270,116081288,8844,+
chr11,116081310,116081328,8845,+
chr11,116087923,116087941,8846,+
chr11,116087989,116088007,8847,+
chr11,116129152,116129170,8848,-
chr11,116155878,116155896,8849,-
chr11,116180477,116180495,8850,+
chr11,116196949,116196967,8851,-
chr11,116196848,116196866,8852,-
chr11,116229621,116229639,8853,-
chr11,116307509,116307527,8854,-
chr11,116325394,116325412,8855,-
chr11,116325349,116325367,8856,-
chr11,116326437,116326455,8857,-
chr11,116350210,116350228,8858,-
chr11,116355311,116355329,8859,-
chr11,116355499,116355517,8860,+
chr11,116362379,116362397,8861,+
chr11,116395990,116396008,8862,+
chr11,116395737,116395755,8863,-
chr11,116404646,116404664,8864,-
chr11,116404636,116404654,8865,-
chr11,116415987,116416005,8866,+
chr11,116442909,116442927,8867,+
chr11,116448275,116448293,8868,+
chr11,116453920,116453938,8869,-
chr11,116464839,116464857,8870,+
chr11,116477534,116477552,8871,+
chr11,116487088,116487106,8872,+
chr11,116487256,116487274,8873,+
chr11,116489078,116489096,8874,+
chr11,116490319,116490337,8875,-
chr11,116502682,116502700,8876,-
chr11,116502722,116502740,8877,+
chr11,116504739,116504757,8878,+
chr11,116504859,116504877,8879,+
chr11,116532541,116532559,8880,-
chr11,116532792,116532810,8881,-
chr11,116553246,116553264,8882,-
chr11,116553208,116553226,8883,+
chr11,116599925,116599943,8884,-
chr11,116644102,116644120,8885,+
chr11,116669758,116669776,8886,-
chr11,116698944,116698962,8887,+
chr11,116746716,116746734,8888,+
chr11,116780105,116780123,8889,+
chr11,116860439,116860457,8890,-
chr11,116864467,116864485,8891,-
chr11,116879947,116879965,8892,-
chr11,116885043,116885061,8893,-
chr11,116900212,116900230,8894,+
chr11,116900250,116900268,8895,-
chr11,116905032,116905050,8896,-
chr11,116910421,116910439,8897,+
chr11,116912280,116912298,8898,+
chr11,116918375,116918393,8899,-
chr11,116918999,116919017,8900,-
chr11,116930576,116930594,8901,+
chr11,116930675,116930693,8902,+
chr11,116933625,116933643,8903,+
chr11,116943080,116943098,8904,+
chr11,116974874,116974892,8905,+
chr11,117007232,117007250,8906,+
chr11,117032279,117032297,8907,+
chr11,117037850,117037868,8908,+
chr11,117038840,117038858,8909,-
chr11,117041406,117041424,8910,+
chr11,117045298,117045316,8911,+
chr11,117086310,117086328,8912,+
chr11,117099654,117099672,8913,+
chr11,117127147,117127165,8914,-
chr11,117128904,117128922,8915,-
chr11,117128983,117129001,8916,+
chr11,117129037,117129055,8917,+
chr11,117162287,117162305,8918,+
chr11,117174430,117174448,8919,-
chr11,117174491,117174509,8920,-
chr11,117187600,117187618,8921,+
chr11,117191016,117191034,8922,-
chr11,117219793,117219811,8923,-
chr11,117219690,117219708,8924,-
chr11,117219968,117219986,8925,-
chr11,117221377,117221395,8926,-
chr11,117223816,117223834,8927,-
chr11,117223826,117223844,8928,-
chr11,117227927,117227945,8929,+
chr11,117228365,117228383,8930,-
chr11,117246379,117246397,8931,+
chr11,117246468,117246486,8932,-
chr11,117246233,117246251,8933,+
chr11,117251419,117251437,8934,-
chr11,117251372,117251390,8935,+
chr11,117253758,117253776,8936,-
chr11,117259335,117259353,8937,+
chr11,117259245,117259263,8938,+
chr11,117263092,117263110,8939,+
chr11,117263286,117263304,8940,+
chr11,117278466,117278484,8941,+
chr11,117284225,117284243,8942,-
chr11,117295562,117295580,8943,-
chr11,117336730,117336748,8944,-
chr11,117536038,117536056,8945,-
chr11,117547384,117547402,8946,-
chr11,117570849,117570867,8947,+
chr11,117574915,117574933,8948,-
chr11,117644782,117644800,8949,+
chr11,117644734,117644752,8950,-
chr11,117647827,117647845,8951,-
chr11,117647941,117647959,8952,-
chr11,117652344,117652362,8953,-
chr11,117651757,117651775,8954,+
chr11,117671909,117671927,8955,+
chr11,117677923,117677941,8956,-
chr11,117686146,117686164,8957,-
chr11,117693675,117693693,8958,+
chr11,117693782,117693800,8959,-
chr11,117696216,117696234,8960,-
chr11,117708244,117708262,8961,-
chr11,117732143,117732161,8962,+
chr11,117732216,117732234,8963,-
chr11,117735908,117735926,8964,+
chr11,117774196,117774214,8965,+
chr11,117776840,117776858,8966,+
chr11,117809455,117809473,8967,-
chr11,117831386,117831404,8968,+
chr11,117879833,117879851,8969,-
chr11,117883278,117883296,8970,-
chr11,117883259,117883277,8971,+
chr11,117883291,117883309,8972,+
chr11,117945284,117945302,8973,+
chr11,117945193,117945211,8974,-
chr11,117952510,117952528,8975,-
chr11,117952513,117952531,8976,+
chr11,117964369,117964387,8977,-
chr11,117964424,117964442,8978,-
chr11,117965545,117965563,8979,-
chr11,117965651,117965669,8980,+
chr11,117965388,117965406,8981,-
chr11,118013303,118013321,8982,-
chr11,118013313,118013331,8983,-
chr11,118082070,118082088,8984,-
chr11,118131337,118131355,8985,-
chr11,118135801,118135819,8986,-
chr11,118159483,118159501,8987,-
chr11,118159524,118159542,8988,-
chr11,118178627,118178645,8989,+
chr11,118180048,118180066,8990,+
chr11,118229865,118229883,8991,-
chr11,118241133,118241151,8992,-
chr11,118268774,118268792,8993,+
chr11,118268772,118268790,8994,-
chr11,118284767,118284785,8995,+
chr11,118304683,118304701,8996,-
chr11,118307361,118307379,8997,+
chr11,118307359,118307377,8998,-
chr11,118315149,118315167,8999,-
chr11,118321767,118321785,9000,+
chr11,118330159,118330177,9001,-
chr11,118349705,118349723,9002,+
chr11,118352340,118352358,9003,-
chr11,118352266,118352284,9004,-
chr11,118368039,118368057,9005,-
chr11,118369385,118369403,9006,+
chr11,118369247,118369265,9007,+
chr11,118381755,118381773,9008,-
chr11,118396148,118396166,9009,-
chr11,118435038,118435056,9010,+
chr11,118467070,118467088,9011,-
chr11,118496157,118496175,9012,+
chr11,118502247,118502265,9013,-
chr11,118509850,118509868,9014,+
chr11,118509937,118509955,9015,-
chr11,118520848,118520866,9016,+
chr11,118600376,118600394,9017,-
chr11,118599823,118599841,9018,+
chr11,118601486,118601504,9019,-
chr11,118601574,118601592,9020,-
chr11,118601488,118601506,9021,+
chr11,118602780,118602798,9022,+
chr11,118604307,118604325,9023,-
chr11,118637258,118637276,9024,-
chr11,118637260,118637278,9025,+
chr11,118741269,118741287,9026,-
chr11,118741310,118741328,9027,+
chr11,118741271,118741289,9028,+
chr11,118832975,118832993,9029,+
chr11,118833218,118833236,9030,+
chr11,118836933,118836951,9031,-
chr11,118860094,118860112,9032,+
chr11,118860091,118860109,9033,+
chr11,118862388,118862406,9034,-
chr11,118867973,118867991,9035,-
chr11,118884058,118884076,9036,-
chr11,118884103,118884121,9037,-
chr11,118895624,118895642,9038,+
chr11,118895818,118895836,9039,-
chr11,118905352,118905370,9040,+
chr11,118916010,118916028,9041,-
chr11,118943320,118943338,9042,-
chr11,118948022,118948040,9043,+
chr11,118948783,118948801,9044,+
chr11,118953063,118953081,9045,+
chr11,118963763,118963781,9046,+
chr11,118963801,118963819,9047,-
chr11,119049018,119049036,9048,-
chr11,119051941,119051959,9049,-
chr11,119060389,119060407,9050,+
chr11,119064927,119064945,9051,+
chr11,119067281,119067299,9052,-
chr11,119068079,119068097,9053,+
chr11,119067972,119067990,9054,-
chr11,119096275,119096293,9055,-
chr11,119097141,119097159,9056,+
chr11,119096663,119096681,9057,-
chr11,119097325,119097343,9058,+
chr11,119096811,119096829,9059,-
chr11,119102320,119102338,9060,+
chr11,119102358,119102376,9061,-
chr11,119110480,119110498,9062,+
chr11,119114747,119114765,9063,-
chr11,119114605,119114623,9064,+
chr11,119129248,119129266,9065,+
chr11,119134004,119134022,9066,+
chr11,119134044,119134062,9067,+
chr11,119133991,119134009,9068,-
chr11,119134042,119134060,9069,-
chr11,119135051,119135069,9070,-
chr11,119135056,119135074,9071,+
chr11,119166823,119166841,9072,+
chr11,119186573,119186591,9073,-
chr11,119186583,119186601,9074,-
chr11,119187582,119187600,9075,-
chr11,119201187,119201205,9076,+
chr11,119225009,119225027,9077,-
chr11,119225247,119225265,9078,+
chr11,119251323,119251341,9079,-
chr11,119266137,119266155,9080,-
chr11,119297405,119297423,9081,-
chr11,119303739,119303757,9082,-
chr11,119352602,119352620,9083,-
chr11,119352740,119352758,9084,+
chr11,119365182,119365200,9085,+
chr11,119461796,119461814,9086,+
chr11,119461817,119461835,9087,+
chr11,119480297,119480315,9088,-
chr11,119488752,119488770,9089,+
chr11,119535164,119535182,9090,+
chr11,119631194,119631212,9091,-
chr11,119762668,119762686,9092,+
chr11,119766328,119766346,9093,-
chr11,119770943,119770961,9094,+
chr11,119771009,119771027,9095,+
chr11,119781370,119781388,9096,+
chr11,119796973,119796991,9097,+
chr11,119796896,119796914,9098,-
chr11,119796971,119796989,9099,-
chr11,119852836,119852854,9100,-
chr11,119874573,119874591,9101,+
chr11,119874704,119874722,9102,-
chr11,119891688,119891706,9103,+
chr11,119891686,119891704,9104,-
chr11,119926720,119926738,9105,-
chr11,119926868,119926886,9106,+
chr11,119927022,119927040,9107,-
chr11,119926644,119926662,9108,+
chr11,119929254,119929272,9109,-
chr11,119929296,119929314,9110,-
chr11,119933899,119933917,9111,+
chr11,119962554,119962572,9112,-
chr11,119962711,119962729,9113,-
chr11,119962713,119962731,9114,+
chr11,119972514,119972532,9115,+
chr11,119972011,119972029,9116,+
chr11,119972255,119972273,9117,-
chr11,119972512,119972530,9118,-
chr11,119982182,119982200,9119,-
chr11,120021983,120022001,9120,+
chr11,120024733,120024751,9121,-
chr11,120030766,120030784,9122,-
chr11,120070349,120070367,9123,-
chr11,120070309,120070327,9124,+
chr11,120124134,120124152,9125,-
chr11,120130115,120130133,9126,+
chr11,120141736,120141754,9127,-
chr11,120169083,120169101,9128,-
chr11,120169547,120169565,9129,-
chr11,120168933,120168951,9130,-
chr11,120198944,120198962,9131,+
chr11,120200266,120200284,9132,-
chr11,120214910,120214928,9133,+
chr11,120231155,120231173,9134,-
chr11,120231157,120231175,9135,+
chr11,120231358,120231376,9136,+
chr11,120234527,120234545,9137,+
chr11,120240173,120240191,9138,+
chr11,120240058,120240076,9139,-
chr11,120240013,120240031,9140,-
chr11,120285114,120285132,9141,-
chr11,120304295,120304313,9142,-
chr11,120320698,120320716,9143,+
chr11,120338892,120338910,9144,-
chr11,120349965,120349983,9145,-
chr11,120350764,120350782,9146,+
chr11,120377049,120377067,9147,+
chr11,120382972,120382990,9148,-
chr11,120403507,120403525,9149,+
chr11,120420369,120420387,9150,+
chr11,120438877,120438895,9151,-
chr11,120441189,120441207,9152,+
chr11,120442968,120442986,9153,+
chr11,120443048,120443066,9154,-
chr11,120444222,120444240,9155,+
chr11,120474202,120474220,9156,-
chr11,120474298,120474316,9157,-
chr11,120474373,120474391,9158,+
chr11,120474258,120474276,9159,+
chr11,120474325,120474343,9160,-
chr11,120485753,120485771,9161,+
chr11,120513374,120513392,9162,+
chr11,120520342,120520360,9163,+
chr11,120539866,120539884,9164,-
chr11,120541299,120541317,9165,-
chr11,120558050,120558068,9166,+
chr11,120574179,120574197,9167,-
chr11,120574216,120574234,9168,+
chr11,120581943,120581961,9169,+
chr11,120581862,120581880,9170,-
chr11,120610942,120610960,9171,-
chr11,120631376,120631394,9172,+
chr11,120637589,120637607,9173,-
chr11,120637532,120637550,9174,-
chr11,120661492,120661510,9175,-
chr11,120661694,120661712,9176,+
chr11,120661568,120661586,9177,+
chr11,120748993,120749011,9178,+
chr11,120766872,120766890,9179,-
chr11,120766832,120766850,9180,+
chr11,120825327,120825345,9181,-
chr11,120879208,120879226,9182,+
chr11,120902668,120902686,9183,-
chr11,120909489,120909507,9184,-
chr11,120915047,120915065,9185,-
chr11,120979713,120979731,9186,-
chr11,120987912,120987930,9187,-
chr11,121000217,121000235,9188,-
chr11,121007294,121007312,9189,+
chr11,121009693,121009711,9190,+
chr11,121037771,121037789,9191,+
chr11,121037781,121037799,9192,+
chr11,121037617,121037635,9193,+
chr11,121063330,121063348,9194,-
chr11,121096980,121096998,9195,-
chr11,121099031,121099049,9196,+
chr11,121098560,121098578,9197,+
chr11,121098813,121098831,9198,-
chr11,121098550,121098568,9199,+
chr11,121210201,121210219,9200,-
chr11,121210163,121210181,9201,+
chr11,121231144,121231162,9202,+
chr11,121240154,121240172,9203,-
chr11,121319330,121319348,9204,+
chr11,121337190,121337208,9205,+
chr11,121491935,121491953,9206,+
chr11,121514107,121514125,9207,+
chr11,121557237,121557255,9208,-
chr11,121669745,121669763,9209,-
chr12,3098392,3098410,9210,+
chr12,3209372,3209390,9211,-
chr12,3235797,3235815,9212,-
chr12,3253776,3253794,9213,-
chr12,3270995,3271013,9214,-
chr12,3359364,3359382,9215,-
chr12,3377397,3377415,9216,-
chr12,3391086,3391104,9217,-
chr12,3428428,3428446,9218,-
chr12,3428390,3428408,9219,+
chr12,3431178,3431196,9220,+
chr12,3437998,3438016,9221,-
chr12,3450959,3450977,9222,+
chr12,3527350,3527368,9223,+
chr12,3527360,3527378,9224,+
chr12,3550525,3550543,9225,+
chr12,3582487,3582505,9226,+
chr12,3609941,3609959,9227,+
chr12,3642161,3642179,9228,-
chr12,3661466,3661484,9229,+
chr12,3695934,3695952,9230,+
chr12,3781738,3781756,9231,+
chr12,3791992,3792010,9232,-
chr12,3817259,3817277,9233,+
chr12,3871840,3871858,9234,+
chr12,3871353,3871371,9235,+
chr12,3926299,3926317,9236,+
chr12,3956540,3956558,9237,-
chr12,3960833,3960851,9238,+
chr12,3983926,3983944,9239,+
chr12,4080494,4080512,9240,-
chr12,4107548,4107566,9241,+
chr12,4143374,4143392,9242,+
chr12,4143361,4143379,9243,-
chr12,4189251,4189269,9244,+
chr12,4208979,4208997,9245,-
chr12,4392845,4392863,9246,-
chr12,4403427,4403445,9247,-
chr12,4484279,4484297,9248,-
chr12,4484379,4484397,9249,-
chr12,4510212,4510230,9250,+
chr12,4555631,4555649,9251,-
chr12,4578867,4578885,9252,+
chr12,4588714,4588732,9253,+
chr12,4727363,4727381,9254,+
chr12,4736160,4736178,9255,+
chr12,4775806,4775824,9256,-
chr12,4863150,4863168,9257,+
chr12,4863833,4863851,9258,+
chr12,4869679,4869697,9259,-
chr12,4886008,4886026,9260,+
chr12,4912961,4912979,9261,-
chr12,4948965,4948983,9262,+
chr12,4979941,4979959,9263,-
chr12,5143308,5143326,9264,-
chr12,5143379,5143397,9265,-
chr12,5149789,5149807,9266,+
chr12,5417370,5417388,9267,+
chr12,5460173,5460191,9268,-
chr12,6562180,6562198,9269,-
chr12,7550591,7550609,9270,-
chr12,7550553,7550571,9271,+
chr12,7601257,7601275,9272,-
chr12,7784664,7784682,9273,-
chr12,7785055,7785073,9274,+
chr12,7899324,7899342,9275,-
chr12,7985537,7985555,9276,-
chr12,7997807,7997825,9277,+
chr12,8066570,8066588,9278,+
chr12,8239688,8239706,9279,-
chr12,8294942,8294960,9280,-
chr12,8308896,8308914,9281,-
chr12,8313538,8313556,9282,-
chr12,8320153,8320171,9283,+
chr12,8320151,8320169,9284,-
chr12,8323537,8323555,9285,-
chr12,8327067,8327085,9286,+
chr12,8333801,8333819,9287,+
chr12,8362023,8362041,9288,-
chr12,8505464,8505482,9289,+
chr12,8509576,8509594,9290,-
chr12,8554330,8554348,9291,-
chr12,8554268,8554286,9292,+
chr12,8645701,8645719,9293,+
chr12,8645699,8645717,9294,-
chr12,8645849,8645867,9295,+
chr12,8705900,8705918,9296,+
chr12,8729037,8729055,9297,+
chr12,8765038,8765056,9298,+
chr12,8771198,8771216,9299,+
chr12,8771232,8771250,9300,+
chr12,8775617,8775635,9301,+
chr12,8775655,8775673,9302,-
chr12,8864300,8864318,9303,+
chr12,8896282,8896300,9304,+
chr12,8943171,8943189,9305,-
chr12,8943133,8943151,9306,+
chr12,8964302,8964320,9307,+
chr12,9005875,9005893,9308,-
chr12,9009042,9009060,9309,-
chr12,9008974,9008992,9310,-
chr12,9009045,9009063,9311,+
chr12,9059050,9059068,9312,+
chr12,9173189,9173207,9313,+
chr12,9173186,9173204,9314,-
chr12,9258769,9258787,9315,+
chr12,9460797,9460815,9316,+
chr12,9576871,9576889,9317,+
chr12,9577031,9577049,9318,-
chr12,9840253,9840271,9319,+
chr12,10230838,10230856,9320,-
chr12,10397549,10397567,9321,+
chr12,10444989,10445007,9322,-
chr12,10544084,10544102,9323,-
chr12,10578604,10578622,9324,+
chr12,10596645,10596663,9325,-
chr12,10605356,10605374,9326,+
chr12,10811479,10811497,9327,+
chr12,11156213,11156231,9328,-
chr12,11185763,11185781,9329,-
chr12,11203224,11203242,9330,+
chr12,11203353,11203371,9331,+
chr12,11293407,11293425,9332,+
chr12,11343865,11343883,9333,-
chr12,11343867,11343885,9334,+
chr12,11357836,11357854,9335,+
chr12,11444346,11444364,9336,+
chr12,12156031,12156049,9337,-
chr12,12183236,12183254,9338,+
chr12,12320423,12320441,9339,-
chr12,12320497,12320515,9340,+
chr12,12325148,12325166,9341,-
chr12,12330510,12330528,9342,+
chr12,12330855,12330873,9343,-
chr12,12330852,12330870,9344,-
chr12,12330969,12330987,9345,+
chr12,12356640,12356658,9346,+
chr12,12403226,12403244,9347,-
chr12,12408006,12408024,9348,+
chr12,12419687,12419705,9349,-
chr12,12427791,12427809,9350,+
chr12,12624548,12624566,9351,+
chr12,12629930,12629948,9352,+
chr12,12629927,12629945,9353,+
chr12,12660740,12660758,9354,-
chr12,12788529,12788547,9355,+
chr12,12933646,12933664,9356,-
chr12,12933608,12933626,9357,+
chr12,12935662,12935680,9358,+
chr12,12945948,12945966,9359,-
chr12,12945867,12945885,9360,-
chr12,12949394,12949412,9361,-
chr12,13016473,13016491,9362,-
chr12,13092484,13092502,9363,-
chr12,13221895,13221913,9364,-
chr12,13221824,13221842,9365,-
chr12,13539713,13539731,9366,+
chr12,13609441,13609459,9367,+
chr12,13633836,13633854,9368,-
chr12,13851529,13851547,9369,+
chr12,15085632,15085650,9370,-
chr12,15514574,15514592,9371,-
chr12,15823809,15823827,9372,-
chr12,16349022,16349040,9373,+
chr12,16511249,16511267,9374,-
chr12,16516372,16516390,9375,-
chr12,16540287,16540305,9376,-
chr12,16570392,16570410,9377,+
chr12,16575500,16575518,9378,+
chr12,16641405,16641423,9379,-
chr12,16646364,16646382,9380,-
chr12,16648993,16649011,9381,+
chr12,16648988,16649006,9382,-
chr12,16724622,16724640,9383,+
chr12,16725900,16725918,9384,+
chr12,16761300,16761318,9385,-
chr12,16800134,16800152,9386,+
chr12,16812511,16812529,9387,-
chr12,16914913,16914931,9388,+
chr12,16915283,16915301,9389,-
chr12,16965883,16965901,9390,-
chr12,16965832,16965850,9391,-
chr12,16965834,16965852,9392,+
chr12,17016451,17016469,9393,+
chr12,17018579,17018597,9394,-
chr12,17035101,17035119,9395,+
chr12,17040052,17040070,9396,+
chr12,17042179,17042197,9397,-
chr12,17061690,17061708,9398,-
chr12,17183421,17183439,9399,-
chr12,17183522,17183540,9400,-
chr12,17229039,17229057,9401,-
chr12,17260015,17260033,9402,+
chr12,17262605,17262623,9403,-
chr12,17263911,17263929,9404,-
chr12,17263893,17263911,9405,+
chr12,17278277,17278295,9406,-
chr12,17363587,17363605,9407,-
chr12,17365996,17366014,9408,+
chr12,17373961,17373979,9409,+
chr12,17378634,17378652,9410,-
chr12,17561103,17561121,9411,+
chr12,17563718,17563736,9412,+
chr12,17716507,17716525,9413,-
chr12,17785342,17785360,9414,-
chr12,17785415,17785433,9415,+
chr12,17815603,17815621,9416,-
chr12,17859135,17859153,9417,+
chr12,17888273,17888291,9418,+
chr12,17888488,17888506,9419,+
chr12,17944150,17944168,9420,+
chr12,17999533,17999551,9421,-
chr12,17999208,17999226,9422,+
chr12,17999538,17999556,9423,+
chr12,18061429,18061447,9424,-
chr12,18075141,18075159,9425,+
chr12,18142253,18142271,9426,+
chr12,18173324,18173342,9427,-
chr12,18231466,18231484,9428,+
chr12,18244540,18244558,9429,+
chr12,18356477,18356495,9430,+
chr12,18705031,18705049,9431,+
chr12,18785650,18785668,9432,+
chr12,18858429,18858447,9433,+
chr12,19006634,19006652,9434,+
chr12,19063097,19063115,9435,+
chr12,19093942,19093960,9436,-
chr12,19094015,19094033,9437,+
chr12,19108475,19108493,9438,+
chr12,19210459,19210477,9439,-
chr12,19216989,19217007,9440,-
chr12,19230042,19230060,9441,+
chr12,19230014,19230032,9442,+
chr12,19252740,19252758,9443,-
chr12,19293925,19293943,9444,+
chr12,19676701,19676719,9445,-
chr12,19950234,19950252,9446,-
chr12,20272816,20272834,9447,-
chr12,20272889,20272907,9448,+
chr12,20287487,20287505,9449,+
chr12,20298419,20298437,9450,+
chr12,20319098,20319116,9451,-
chr12,20378407,20378425,9452,+
chr12,20822050,20822068,9453,-
chr12,20821832,20821850,9454,-
chr12,20850889,20850907,9455,+
chr12,20858788,20858806,9456,+
chr12,20890156,20890174,9457,+
chr12,20890032,20890050,9458,-
chr12,20890083,20890101,9459,-
chr12,20935039,20935057,9460,+
chr12,20995877,20995895,9461,+
chr12,21030553,21030571,9462,-
chr12,21036914,21036932,9463,-
chr12,21081801,21081819,9464,+
chr12,21117157,21117175,9465,+
chr12,21139957,21139975,9466,-
chr12,21139946,21139964,9467,+
chr12,21266917,21266935,9468,-
chr12,21272580,21272598,9469,-
chr12,21272590,21272608,9470,-
chr12,21324219,21324237,9471,-
chr12,21324288,21324306,9472,-
chr12,21379586,21379604,9473,-
chr12,21379406,21379424,9474,-
chr12,21398392,21398410,9475,-
chr12,21447918,21447936,9476,-
chr12,21448032,21448050,9477,+
chr12,21501132,21501150,9478,-
chr12,21531619,21531637,9479,+
chr12,21613541,21613559,9480,+
chr12,21686073,21686091,9481,+
chr12,21799815,21799833,9482,+
chr12,22021092,22021110,9483,+
chr12,22877988,22878006,9484,-
chr12,22895374,22895392,9485,-
chr12,23055674,23055692,9486,-
chr12,24405482,24405500,9487,+
chr12,24405409,24405427,9488,-
chr12,24428723,24428741,9489,+
chr12,24436393,24436411,9490,+
chr12,24443713,24443731,9491,+
chr12,24739046,24739064,9492,+
chr12,25126491,25126509,9493,-
chr12,25147165,25147183,9494,+
chr12,25156002,25156020,9495,+
chr12,25170045,25170063,9496,-
